,id_diet,tipe_diet,tipe_masakan,resep_masakan,kadar_protein,kadar_karbo,kadar_lemak,fitur_tfidf,segmentasi_kadar_protein,segmentasi_kadar_karbo,segmentasi_kadar_lemak
2327,5088,vegan,indian,Red Lentil Dhal,93.79,232.77,13.92,vegan Red Lentil Dhal indian,1,1,0
2346,5089,vegan,indian,Curried Millet With Chickpeas And Currants,43.83,222.77,55.67,vegan Curried Millet With Chickpeas And Currants indian,3,1,2
2354,5090,vegan,indian,Zucchini Curry,27.75,90.49,123.34,vegan Zucchini Curry indian,2,3,1
2380,5091,vegan,indian,"Chickpea, Tomato & Spinach Curry",79.3,242.05,65.03,"vegan Chickpea, Tomato & Spinach Curry indian",3,1,2
2382,5092,vegan,indian,Chole Masala,48.03,168.93,27.82,vegan Chole Masala indian,3,1,0
2405,5093,vegan,indian,Kadala Curry,73.23,254.76,89.89,vegan Kadala Curry indian,3,1,3
2407,5094,vegan,indian,Cauliflower Curry,26.67,98.4,82.57,vegan Cauliflower Curry indian,2,3,3
2412,5095,vegan,indian,Spiced Aubergine Bake,45.99,265.59,132.97,vegan Spiced Aubergine Bake indian,3,1,1
2414,5096,vegan,indian,Cook The Book: Bengali Squash With Chickpeas,19.96,116.01,49.17,vegan Cook The Book: Bengali Squash With Chickpeas indian,2,3,2
2415,5097,vegan,indian,Sri Lankan Runner Bean Curry,34.33,107.96,119.4,vegan Sri Lankan Runner Bean Curry indian,2,3,1
2436,5098,vegan,indian,Cauliflower + Red Lentil Curry,71.24,193.75,117.33,vegan Cauliflower + Red Lentil Curry indian,3,1,1
2437,5099,vegan,indian,Indian Saag With Chickpeas,84.13,249.24,57.59,vegan Indian Saag With Chickpeas indian,1,1,2
2465,5100,vegan,indian,Gobhi Mussallam,44.76,75.01,68.9,vegan Gobhi Mussallam indian,3,2,3
2466,5101,vegan,indian,Roasted Aloo Gobi,36.81,175.89,66.91,vegan Roasted Aloo Gobi indian,2,1,2
2482,5102,vegan,indian,Chickpea & Jackfruit Curry,45.55,246.68,68.46,vegan Chickpea & Jackfruit Curry indian,3,1,3
2496,5103,vegan,indian,Chickpea Cashew Curry,59.38,196.66,104.83,vegan Chickpea Cashew Curry indian,3,1,3
2520,5104,vegan,indian,Andrea Nguyen'S Saag Soy Paneer,50.48,52.34,95.34,vegan Andrea Nguyen'S Saag Soy Paneer indian,3,2,3
2587,5105,vegan,indian,Curried Lentils With Sweet Potatoes.,89.51,311.47,14.88,vegan Curried Lentils With Sweet Potatoes. indian,1,1,0
2588,5106,vegan,indian,One-Pot Coconut Milk Curry With Chickpeas,51.92,198.04,128.18,vegan One-Pot Coconut Milk Curry With Chickpeas indian,3,1,1
2590,5107,vegan,indian,"Squash, Chickpea & Coconut Curry",61.08,278.25,160.2,"vegan Squash, Chickpea & Coconut Curry indian",3,1,1
2595,5108,vegan,indian,"Chickpea, Potato, And Spinach Jalfrezi With Cilantro Chutney Recipe",57.59,242.68,57.44,"vegan Chickpea, Potato, And Spinach Jalfrezi With Cilantro Chutney Recipe indian",3,1,2
2613,5109,vegan,indian,Quinoa With Curried Cauliflower & Potatoes,26.99,130.18,67.17,vegan Quinoa With Curried Cauliflower & Potatoes indian,2,3,3
2629,5110,vegan,indian,Chickpea And Kale Curry,34.63,104.0,98.87,vegan Chickpea And Kale Curry indian,2,3,3
2643,5111,vegan,indian,Saag Paneer,82.6,88.55,33.27,vegan Saag Paneer indian,1,3,2
1314,5112,vegan,italian,Asparagus And Arugula Pizza With Vegan Pesto,24.25,80.63,40.53,vegan Asparagus And Arugula Pizza With Vegan Pesto italian,2,3,2
1420,5113,vegan,italian,Wholegrain Pitta With Tomatoes And Pesto,6.98,31.38,12.07,vegan Wholegrain Pitta With Tomatoes And Pesto italian,0,2,0
1511,5114,vegan,italian,Vegan Spring Risotto,25.13,212.46,16.39,vegan Vegan Spring Risotto italian,2,1,0
1614,5115,vegan,italian,Asparagus Garlic Scape Pesto Spaghetti Recipes,16.02,42.41,54.27,vegan Asparagus Garlic Scape Pesto Spaghetti Recipes italian,0,2,2
1736,5116,vegan,italian,"Charred Cauliflower, Lemon & Caper Orzo",19.38,93.24,11.53,"vegan Charred Cauliflower, Lemon & Caper Orzo italian",2,3,0
1885,5117,vegan,italian,Roasted Cauliflower And Almond Risotto,71.43,255.83,115.68,vegan Roasted Cauliflower And Almond Risotto italian,3,1,3
1942,5118,vegan,italian,Amaretto-Spiked Chocolate Mousse Recipes,51.89,188.64,99.61,vegan Amaretto-Spiked Chocolate Mousse Recipes italian,3,1,3
1973,5119,vegan,italian,Spaghetti And Soyballs,129.78,282.3,84.87,vegan Spaghetti And Soyballs italian,1,1,3
1982,5120,vegan,italian,"Vegan Farro Risotto With Fennel, Peas And Greens",41.38,190.32,76.47,"vegan Vegan Farro Risotto With Fennel, Peas And Greens italian",2,1,3
1991,5121,vegan,italian,Vegetarian Pasta Puttanesca,54.02,303.41,75.85,vegan Vegetarian Pasta Puttanesca italian,3,1,3
2001,5122,vegan,italian,"Eat Your Veggies, Risotto!",57.83,172.85,39.19,"vegan Eat Your Veggies, Risotto! italian",3,1,2
2016,5123,vegan,italian,Summer Tomato Lazy Bruschetta,37.03,180.61,44.77,vegan Summer Tomato Lazy Bruschetta italian,2,1,2
2021,5124,vegan,italian,Butternut Squash Salad With Farro And Pepitas Recipes,67.75,229.64,124.65,vegan Butternut Squash Salad With Farro And Pepitas Recipes italian,3,1,1
2035,5125,vegan,italian,"Eggplant, Mushroom & Pesto Pizza Recipes",66.43,309.21,113.02,"vegan Eggplant, Mushroom & Pesto Pizza Recipes italian",3,1,3
2133,5126,vegan,italian,"Ultimate Raw Vegan Pizza (Low-Fat, Oil-Free, Salt-Free) Recipes",26.97,147.83,5.81,"vegan Ultimate Raw Vegan Pizza (Low-Fat, Oil-Free, Salt-Free) Recipes italian",2,3,0
2176,5127,vegan,italian,Tuscan Tomato Soup,53.19,174.27,38.44,vegan Tuscan Tomato Soup italian,3,1,2
2184,5128,vegan,italian,Spaghetti Carbonara,89.88,234.58,104.78,vegan Spaghetti Carbonara italian,1,1,3
2210,5129,vegan,italian,"Linguine With Avocado, Tomato & Lime",24.41,137.68,32.28,"vegan Linguine With Avocado, Tomato & Lime italian",2,3,2
2211,5130,vegan,italian,Gluten Free Cauliflower Kale Pesto Pizza,25.86,42.4,84.09,vegan Gluten Free Cauliflower Kale Pesto Pizza italian,2,2,3
2217,5131,vegan,italian,Barley & Broccoli Risotto With Lemon & Basil,18.12,99.9,31.15,vegan Barley & Broccoli Risotto With Lemon & Basil italian,2,3,0
2223,5132,vegan,italian,Cook The Book: Lasagna With Roasted Cauliflower Ricotta And Spinach,96.05,125.05,37.69,vegan Cook The Book: Lasagna With Roasted Cauliflower Ricotta And Spinach italian,1,3,2
2240,5133,vegan,italian,Asparagus & Lemon Spaghetti With Peas,34.55,164.06,31.77,vegan Asparagus & Lemon Spaghetti With Peas italian,2,3,0
2253,5134,vegan,italian,Pesto Tortilla Pizza,56.56,269.32,155.67,vegan Pesto Tortilla Pizza italian,3,1,1
2268,5135,vegan,italian,Zucchini Cannelloni With Cashew Sauce,42.87,80.26,34.37,vegan Zucchini Cannelloni With Cashew Sauce italian,3,3,2
2281,5136,vegan,italian,Tuscan Hummus,77.06,228.87,73.14,vegan Tuscan Hummus italian,3,1,3
2286,5137,vegan,italian,Pesto Stuffed Mushrooms,16.01,40.09,31.17,vegan Pesto Stuffed Mushrooms italian,0,2,0
2302,5138,vegan,italian,Pasta With Broccoli And Cauliflower,71.61,273.57,34.28,vegan Pasta With Broccoli And Cauliflower italian,3,1,2
2303,5139,vegan,italian,Tuscan Black Cabbage Bruschetta - (Crostoni Di Cavolo Nero),15.29,69.67,4.0,vegan Tuscan Black Cabbage Bruschetta - (Crostoni Di Cavolo Nero) italian,0,2,0
2304,5140,vegan,italian,Black-Eyed Pea And Tempeh Beanballs,89.8,120.96,41.04,vegan Black-Eyed Pea And Tempeh Beanballs italian,1,3,2
2321,5141,vegan,italian,Pistachio Gelato,0.48,75.19,155.03,vegan Pistachio Gelato italian,0,2,1
2332,5142,vegan,italian,Summer Vegetable Tian,11.57,52.41,74.19,vegan Summer Vegetable Tian italian,0,2,3
2347,5143,vegan,italian,Spaghetti Puttanesca With Red Beans & Spinach,34.11,141.84,20.31,vegan Spaghetti Puttanesca With Red Beans & Spinach italian,2,3,0
2398,5144,vegan,italian,Cannellini Bean & Roasted Red Pepper Sandwich,88.04,263.7,20.91,vegan Cannellini Bean & Roasted Red Pepper Sandwich italian,1,1,0
2399,5145,vegan,italian,Spicy Pineapple And Tequila Sorbet Recipe,5.46,326.46,1.24,vegan Spicy Pineapple And Tequila Sorbet Recipe italian,0,1,0
2439,5146,vegan,italian,Balsamic Mushroom Pasta,69.05,225.51,60.5,vegan Balsamic Mushroom Pasta italian,3,1,2
2460,5147,vegan,italian,Squash Risotto,59.38,209.97,32.81,vegan Squash Risotto italian,3,1,2
2471,5148,vegan,italian,Braised Winter Vegetable Pasta,59.4,297.09,35.46,vegan Braised Winter Vegetable Pasta italian,3,1,2
2500,5149,vegan,italian,Chickpea Piccata,39.19,142.48,14.77,vegan Chickpea Piccata italian,2,3,0
2512,5150,vegan,italian,"Pasta Sauce, Elevated",63.83,211.59,40.86,"vegan Pasta Sauce, Elevated italian",3,1,2
2524,5151,vegan,italian,Instant Pot Vegetable Soup,45.98,152.64,31.25,vegan Instant Pot Vegetable Soup italian,3,3,0
2525,5152,vegan,italian,Stuffed Portobello Mushroom Caps With Roasted Root Vegetable Risotto,57.13,259.37,52.6,vegan Stuffed Portobello Mushroom Caps With Roasted Root Vegetable Risotto italian,3,1,2
2526,5153,vegan,italian,Chickpea Spaghetti With Roasted Vegetables,62.65,351.35,43.49,vegan Chickpea Spaghetti With Roasted Vegetables italian,3,1,2
2544,5154,vegan,italian,Easy Walnut Pesto,85.28,44.39,80.87,vegan Easy Walnut Pesto italian,1,2,3
2557,5155,vegan,italian,Fresh Tomato Soup,11.49,61.53,48.05,vegan Fresh Tomato Soup italian,0,2,2
2560,5156,vegan,italian,Lemon And Saffron Risotto,39.75,341.75,61.86,vegan Lemon And Saffron Risotto italian,2,1,2
2577,5157,vegan,italian,"Instant Pot Bengali Red Lentil, Potato, Pea, And Cauliflower Risotto",58.03,232.18,74.27,"vegan Instant Pot Bengali Red Lentil, Potato, Pea, And Cauliflower Risotto italian",3,1,3
2594,5158,vegan,italian,Tomato And Farro Minestrone,76.22,303.4,23.42,vegan Tomato And Farro Minestrone italian,3,1,0
2603,5159,vegan,italian,"Roasted Garlic, White Bean & Kale Pizz'Alad",81.4,351.98,63.0,"vegan Roasted Garlic, White Bean & Kale Pizz'Alad italian",3,1,2
2611,5160,vegan,italian,Roasted-Carrot Salad With Peanut-Sesame Mole Recipe,36.63,126.8,114.44,vegan Roasted-Carrot Salad With Peanut-Sesame Mole Recipe italian,2,3,3
2625,5161,vegan,italian,Versatile Lentil Stew,64.06,178.01,50.35,vegan Versatile Lentil Stew italian,3,1,2
2658,5162,vegan,italian,Pasta E Fagioli (Pasta And Beans),64.73,230.05,74.06,vegan Pasta E Fagioli (Pasta And Beans) italian,3,1,3
2677,5163,vegan,italian,Recipe: Roasted Sweet Potato Slices With Cilantro Pesto,39.8,229.88,151.44,vegan Recipe: Roasted Sweet Potato Slices With Cilantro Pesto italian,2,1,1
2696,5164,vegan,italian,White Pizza {Vegan},72.6,279.01,87.99,vegan White Pizza {Vegan} italian,3,1,3
2731,5165,vegan,italian,Vegan Vegetable Pizza,48.03,106.56,47.69,vegan Vegan Vegetable Pizza italian,3,3,2
2735,5166,vegan,italian,Butternut Squash And Spinach Lasagna (Vegan),114.38,356.37,130.93,vegan Butternut Squash And Spinach Lasagna (Vegan) italian,1,1,1
1341,5167,vegan,japanese,Vegan Sushi Burger,24.23,198.01,32.0,vegan Vegan Sushi Burger japanese,2,1,2
1450,5168,vegan,japanese,Vegan Sushi,31.81,295.6,11.96,vegan Vegan Sushi japanese,2,1,0
1686,5169,vegan,japanese,Miso-Agave Mayonnaise (Vegan) Recipe,18.36,51.95,84.05,vegan Miso-Agave Mayonnaise (Vegan) Recipe japanese,2,2,3
1751,5170,vegan,japanese,Asian-Style Lettuce Wraps,50.77,54.64,18.12,vegan Asian-Style Lettuce Wraps japanese,3,2,0
1841,5171,vegan,japanese,Miso-Marinated Portobello Carpaccio (Vegan) Recipe,11.93,38.64,69.78,vegan Miso-Marinated Portobello Carpaccio (Vegan) Recipe japanese,0,2,3
1940,5172,vegan,japanese,Easy Vegan Pressure-Cooker Miso Risotto Recipe,37.37,347.3,87.9,vegan Easy Vegan Pressure-Cooker Miso Risotto Recipe japanese,2,1,3
1960,5173,vegan,japanese,Appetizer Recipe: Miso Sweet Potato Bites,29.62,206.76,42.3,vegan Appetizer Recipe: Miso Sweet Potato Bites japanese,2,1,2
1987,5174,vegan,japanese,Vegan Kale And Black Sesame Sushi Bowl,33.12,258.51,45.52,vegan Vegan Kale And Black Sesame Sushi Bowl japanese,2,1,2
2061,5175,vegan,japanese,Chickpea Miso Gravy Bowl With Sweet And Tangy Portobello Mushrooms Recipes,32.73,191.92,39.61,vegan Chickpea Miso Gravy Bowl With Sweet And Tangy Portobello Mushrooms Recipes japanese,2,1,2
2116,5176,vegan,japanese,Hearty Vegan Polenta And Kale Soup With Miso And Toasted Sesame Oil Recipe,23.03,167.07,101.79,vegan Hearty Vegan Polenta And Kale Soup With Miso And Toasted Sesame Oil Recipe japanese,2,1,3
2144,5177,vegan,japanese,The Ultimate Rich And Creamy Vegan Ramen With Roasted Vegetables And Miso Broth Recipe,3.4,15.57,9.12,vegan The Ultimate Rich And Creamy Vegan Ramen With Roasted Vegetables And Miso Broth Recipe japanese,0,0,0
2197,5178,vegan,japanese,Miso Aubergines,27.61,143.46,19.33,vegan Miso Aubergines japanese,2,3,0
2228,5179,vegan,japanese,Leek Seeni Sambol,6.42,47.99,23.82,vegan Leek Seeni Sambol japanese,0,2,0
2279,5180,vegan,japanese,Edamame & Veggie Rice Bowl,9.58,43.75,26.11,vegan Edamame & Veggie Rice Bowl japanese,0,2,0
2287,5181,vegan,japanese,Edamame Spread,1.65,4.08,18.65,vegan Edamame Spread japanese,0,0,0
2290,5182,vegan,japanese,Cucumber-Avocado Cauliflower Rice Sushi,18.14,60.4,149.24,vegan Cucumber-Avocado Cauliflower Rice Sushi japanese,2,2,1
2371,5183,vegan,japanese,Tastiest Miso Soup,43.75,124.7,46.01,vegan Tastiest Miso Soup japanese,3,3,2
2396,5184,vegan,japanese,Warm Farro With Mushrooms And Crispy Beets,32.67,143.15,30.32,vegan Warm Farro With Mushrooms And Crispy Beets japanese,2,3,0
2598,5185,vegan,japanese,"Charred Corn, Radish, Jicama, And Green Bean Salad With Lime Dressing Recipe",13.52,81.22,72.01,"vegan Charred Corn, Radish, Jicama, And Green Bean Salad With Lime Dressing Recipe japanese",0,3,3
2610,5186,vegan,japanese,Asian-Style Cabbage Slaw W/Tofu And Crunchy Ramen,35.24,95.9,42.98,vegan Asian-Style Cabbage Slaw W/Tofu And Crunchy Ramen japanese,2,3,2
1408,5187,vegan,mediterranean,Vegan Spinach And Artichoke Dip Recipe,66.61,157.17,89.84,vegan Vegan Spinach And Artichoke Dip Recipe mediterranean,3,3,3
1418,5188,vegan,mediterranean,Smoky Tomato & Garlic Spelt Risotto With Crumbled Vegan Feta,66.35,290.35,116.51,vegan Smoky Tomato & Garlic Spelt Risotto With Crumbled Vegan Feta mediterranean,3,1,3
1541,5189,vegan,mediterranean,Massaged Kale Salad Recipes,37.56,101.22,88.18,vegan Massaged Kale Salad Recipes mediterranean,2,3,3
1609,5190,vegan,mediterranean,Chargrilled Artichokes Hummus [Vegan],35.61,115.73,43.49,vegan Chargrilled Artichokes Hummus [Vegan] mediterranean,2,3,2
1631,5191,vegan,mediterranean,Grilled Corn With Sriracha Mayo,21.18,84.51,72.18,vegan Grilled Corn With Sriracha Mayo mediterranean,2,3,3
1646,5192,vegan,mediterranean,Hearts Of Baltimore Crab Cakes,30.74,84.99,104.24,vegan Hearts Of Baltimore Crab Cakes mediterranean,2,3,3
1667,5193,vegan,mediterranean,"Beetroot, Hummus & Crispy Chickpea Sub Sandwich",59.07,262.48,42.64,"vegan Beetroot, Hummus & Crispy Chickpea Sub Sandwich mediterranean",3,1,2
1734,5194,vegan,mediterranean,Patatas Bravas,25.85,207.13,64.9,vegan Patatas Bravas mediterranean,2,1,2
1746,5195,vegan,mediterranean,Olive-Artichoke Eggplant Rolls,21.24,79.57,92.14,vegan Olive-Artichoke Eggplant Rolls mediterranean,2,3,3
1799,5196,vegan,mediterranean,Indian Cauliflower With Black Mustard Seeds,14.68,48.25,45.34,vegan Indian Cauliflower With Black Mustard Seeds mediterranean,0,2,2
1822,5197,vegan,mediterranean,Crabless Cakes With Hearts Of Palm And Corn,30.54,144.93,42.23,vegan Crabless Cakes With Hearts Of Palm And Corn mediterranean,2,3,2
1977,5198,vegan,mediterranean,Organic Lentil And Rice Stuffed Peppers,115.69,347.98,40.9,vegan Organic Lentil And Rice Stuffed Peppers mediterranean,1,1,2
1997,5199,vegan,mediterranean,"Carrot, Pea, And Mint Salad Recipe",17.22,75.91,82.92,"vegan Carrot, Pea, And Mint Salad Recipe mediterranean",0,3,3
2056,5200,vegan,mediterranean,Tomato Bisque With Cashew Cream,63.64,156.49,170.3,vegan Tomato Bisque With Cashew Cream mediterranean,3,3,1
2077,5201,vegan,mediterranean,Quinoa Greek Salad Recipes,40.99,145.69,88.66,vegan Quinoa Greek Salad Recipes mediterranean,2,3,3
2090,5202,vegan,mediterranean,"A Recipe For Long Grain Brown Rice Pilaf (Vegan, Gluten Free)",43.94,188.1,47.11,"vegan A Recipe For Long Grain Brown Rice Pilaf (Vegan, Gluten Free) mediterranean",3,1,2
2097,5203,vegan,mediterranean,Creamy Coconut & Roasted Beet Soup With Pistachios & Greek Yogurt,53.36,194.74,139.46,vegan Creamy Coconut & Roasted Beet Soup With Pistachios & Greek Yogurt mediterranean,3,1,1
2125,5204,vegan,mediterranean,Indian Stuffed Eggplant,66.39,327.51,151.81,vegan Indian Stuffed Eggplant mediterranean,3,1,1
2131,5205,vegan,mediterranean,"Tempeh, Pepper, And Spinach-Pesto Sandwich",88.15,164.82,78.16,"vegan Tempeh, Pepper, And Spinach-Pesto Sandwich mediterranean",1,1,3
2187,5206,vegan,mediterranean,Baked Almond Feta,47.14,46.8,154.91,vegan Baked Almond Feta mediterranean,3,2,1
2190,5207,vegan,mediterranean,Classic Cashew Cheese,58.6,67.87,63.93,vegan Classic Cashew Cheese mediterranean,3,2,2
2195,5208,vegan,mediterranean,Chilli-Charred Brussels Sprouts,22.01,64.6,57.28,vegan Chilli-Charred Brussels Sprouts mediterranean,2,2,2
2205,5209,vegan,mediterranean,Hearty Winter Vegetable Soup Recipe,34.01,168.55,21.55,vegan Hearty Winter Vegetable Soup Recipe mediterranean,2,1,0
2220,5210,vegan,mediterranean,Avocado Hummus & Crudités,55.34,192.09,43.34,vegan Avocado Hummus & Crudités mediterranean,3,1,2
2222,5211,vegan,mediterranean,Dairy Free Tzatziki,33.82,88.14,62.31,vegan Dairy Free Tzatziki mediterranean,2,3,2
2231,5212,vegan,mediterranean,Syrian Hummus,60.77,194.69,122.04,vegan Syrian Hummus mediterranean,3,1,1
2237,5213,vegan,mediterranean,Fennel Pistachio Cauliflower Steaks,34.0,89.7,59.78,vegan Fennel Pistachio Cauliflower Steaks mediterranean,2,3,2
2241,5214,vegan,mediterranean,Veggie Tahini Lentils,84.45,227.58,59.23,vegan Veggie Tahini Lentils mediterranean,1,1,2
2244,5215,vegan,mediterranean,Burnt Leeks On Toast With Romesco,52.01,258.41,57.4,vegan Burnt Leeks On Toast With Romesco mediterranean,3,1,2
2247,5216,vegan,mediterranean,Veggie-Loaded Flatbread,51.57,187.8,72.72,vegan Veggie-Loaded Flatbread mediterranean,3,1,3
2258,5217,vegan,mediterranean,Garlic Mashed Cauliflower,17.51,49.52,43.95,vegan Garlic Mashed Cauliflower mediterranean,2,2,2
2259,5218,vegan,mediterranean,Butternut Squash And Quinoa Pilaf,28.77,160.17,42.8,vegan Butternut Squash And Quinoa Pilaf mediterranean,2,3,2
2260,5219,vegan,mediterranean,Crispy Sweet Potatoes With Chickpeas & Tahini Yogurt,55.06,246.11,100.18,vegan Crispy Sweet Potatoes With Chickpeas & Tahini Yogurt mediterranean,3,1,3
2288,5220,vegan,mediterranean,Escalivada (Smoky Slow-Roasted Vegetables),15.04,78.65,74.96,vegan Escalivada (Smoky Slow-Roasted Vegetables) mediterranean,0,3,3
2292,5221,vegan,mediterranean,Garlicky Mushroom Penne,41.4,171.31,23.15,vegan Garlicky Mushroom Penne mediterranean,3,1,0
2296,5222,vegan,mediterranean,Ripe'S Eggplant Romesco Rigatoni,64.71,293.29,70.69,vegan Ripe'S Eggplant Romesco Rigatoni mediterranean,3,1,3
2298,5223,vegan,mediterranean,Caramelized Onion Hummus,73.91,236.99,191.25,vegan Caramelized Onion Hummus mediterranean,3,1,1
2300,5224,vegan,mediterranean,Roast Asparagus Bowls With Tahini Lemon Dressing,38.85,152.63,26.53,vegan Roast Asparagus Bowls With Tahini Lemon Dressing mediterranean,2,3,0
2306,5225,vegan,mediterranean,Cauliflower Cilantro Salad Recipe,11.07,41.95,42.2,vegan Cauliflower Cilantro Salad Recipe mediterranean,0,2,2
2313,5226,vegan,mediterranean,Mint & Basil Griddled Peach Salad,23.36,118.14,42.51,vegan Mint & Basil Griddled Peach Salad mediterranean,2,3,2
2316,5227,vegan,mediterranean,Braised Green Beans With Tomatoes,17.49,77.86,70.2,vegan Braised Green Beans With Tomatoes mediterranean,2,3,3
2320,5228,vegan,mediterranean,Baked Sweet Potatoes With Spiced Lentil Salad & Lemon Tahini Dressing,98.97,347.21,116.32,vegan Baked Sweet Potatoes With Spiced Lentil Salad & Lemon Tahini Dressing mediterranean,1,1,3
2334,5229,vegan,mediterranean,Mushroom Quinoa Soup,32.24,133.05,34.29,vegan Mushroom Quinoa Soup mediterranean,2,3,2
2337,5230,vegan,mediterranean,Cream Of Cashew Pea Soup,84.33,232.63,196.13,vegan Cream Of Cashew Pea Soup mediterranean,1,1,1
2344,5231,vegan,mediterranean,Eggplant Pide (Or Eggplant Boats),87.94,350.33,36.43,vegan Eggplant Pide (Or Eggplant Boats) mediterranean,1,1,2
2358,5232,vegan,mediterranean,Quinoa Bowl With Tahini Dressing,67.06,209.97,112.65,vegan Quinoa Bowl With Tahini Dressing mediterranean,3,1,3
2368,5233,vegan,mediterranean,Quinoa Chickpea Salad With Roasted Red Pepper Hummus Dressing,26.62,89.01,9.54,vegan Quinoa Chickpea Salad With Roasted Red Pepper Hummus Dressing mediterranean,2,3,0
2375,5234,vegan,mediterranean,"Squash, Kale, And Wild Rice Pilaf",38.08,199.4,27.49,"vegan Squash, Kale, And Wild Rice Pilaf mediterranean",2,1,0
2406,5235,vegan,mediterranean,Greek Salad Wraps,62.05,275.99,93.62,vegan Greek Salad Wraps mediterranean,3,1,3
2416,5236,vegan,mediterranean,"Ajo Blanco (Spanish Chilled ""White Gazpacho"" Bread And Almond Soup) Recipe",43.39,90.72,95.4,"vegan Ajo Blanco (Spanish Chilled ""White Gazpacho"" Bread And Almond Soup) Recipe mediterranean",3,3,3
2422,5237,vegan,mediterranean,Roasted Cauliflower With Tahini And Goji Berries Recipe,17.46,53.43,37.31,vegan Roasted Cauliflower With Tahini And Goji Berries Recipe mediterranean,2,2,2
2429,5238,vegan,mediterranean,"Roasted Cauliflower, Tomato And Chickpea Bowl",73.87,345.96,60.67,"vegan Roasted Cauliflower, Tomato And Chickpea Bowl mediterranean",3,1,2
2451,5239,vegan,mediterranean,Kale And Potato Mash With Romesco Sauce,31.94,198.87,30.33,vegan Kale And Potato Mash With Romesco Sauce mediterranean,2,1,0
